D1009,111012,13:14,6.272,336,336,12.096,38,-,-,-,-,-,--,-,-,-,-,-,-,-,-,-,-,-,-,-,-,--,-,-,-,-,--,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D1009,111012,13:24,6.048,343,343,11.424,61,-,-,-,-,-,--,-,-,-,-,-,-,-,-,-,-,-,-,-,-,--,-,-,-,-,--,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D1008,111012,13:11,6.72,316,316,12.544,32,-,-,-,-,-,--,-,-,-,-,-,-,-,-,-,-,-,-,-,-,--,-,-,-,-,--,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D1003,111012,13:18,5.824,21,21,13.44,117,62.8,07,-2.7,-,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,98.4,75.4,-,--,-,-,112.8,75.2,--,-,0,0.0,-,-,-,-,-,-,-,-,-,-,-,-
D1003,111012,13:28,4.928,21,21,10.304,99,62.2,10,4.6,-,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,98.6,76.1,-,--,-,-,113.0,75.9,--,-,0,0.0,-,-,-,-,-,-,-,-,-,-,-,-
