Last 365 - Daily (Wind)
Time,Value,Avg. Wind Speed
6/10,45.26171875,2.3402411273426527
6/11,27.328125,1.30705316907765
6/12,37.4296875,2.109612742173366
6/13,31.734375,1.7378276241977442
6/14,16.15234375,1.134994479183855
6/15,40.990234375,2.6058391463327664
6/16,33.087890625,1.6663032967888862
6/17,15.126953125,1.0766905047165023
6/18,67.546875,4.370222703600773
6/19,45.234375,3.379029487454015
6/20,9.365234375,0.912173847668651
6/21,16.908203125,1.4311270774813398
6/22,36.044921875,2.729144206438115
6/23,60.923828125,4.8136998367121295
6/24,47.71484375,3.2535511418116525
6/25,30.6796875,2.3492566695338017
6/26,11.755859375,0.7309170567920488
6/27,41.390625,3.076808261017742
6/28,67.349609375,4.690461835433459
6/29,33.953125,1.9236743741144873
6/30,39.216796875,2.1695846540395256
7/1,1.94921875,0.4106205027990661
7/2,46.15625,3.2724466354363666
7/3,32.984375,2.3430663429266745
7/4,43.283203125,2.74871369877032
7/5,17.27734375,1.269075925812331
7/6,33.5703125,2.2775671645342603
7/7,53.841796875,3.528206071028343
7/8,30.15234375,2.189434503210039
7/9,50.09375,3.1512736437459004
7/10,1.0232812499998545,0.06818770256146817
7/11,121.21890625000016,3.8262218998927495
7/12,82.94140625,6.0636713015698405
7/13,90.9609375,6.530713384009542
7/14,40.60546875,2.4781095928465997
7/15,60.78125,3.5134282235311285
7/16,50.8828125,3.8497907017444497
7/18,62.01953125,5.408048981741468
7/19,68.5859375,4.373614947220945
7/20,28.197265625,1.95901125172774
7/21,40.642578125,2.7038440916796653
7/22,21.5703125,1.4952473364166108
7/23,35.02734375,2.738271068482142
7/24,61.849609375,4.597725759650182
7/25,69.96875,4.948323599007375
7/26,34.642578125,2.431007747432868
7/27,15.4921875,1.2042593906339691
7/28,5.70703125,0.717254738746545
7/29,33.75,2.998516477539736
7/30,42.078125,3.2835998659010066
7/31,32.751953125,2.265053753302753
8/1,28.2421875,2.534100816926777
8/2,43.251953125,3.006110311290364
8/3,34.615234375,2.67846352320451
8/4,55.240234375,3.656026774775688
8/5,30.201171875,1.9061127336330748
8/6,45.740234375,3.044793805861532
8/7,40.119140625,2.536493297237565
8/8,24.197265625,1.8199064227862796
8/9,29.318359375,2.088836144186919
8/10,35.5390625,2.35467374400057
8/11,31.556640625,2.1406948006016084
8/12,32.51953125,2.7176267735679285
8/13,36.5546875,2.6592172646114975
8/14,59.267578125,4.1866263479987795
8/15,27.90625,1.7843421626676772
8/16,20.4375,1.6856238915474482
8/17,16.62109375,1.274663561763134
8/18,28.693359375,2.0773340045594315
8/19,33.90625,2.3334836338892644
8/20,50.654296875,3.367904469039704
8/21,51.595703125,3.3926161325294615
8/22,28.349609375,2.0202745240062723
8/23,14.51171875,1.2775681403697043
8/24,27.716796875,2.181409368854642
8/25,24.509765625,1.875522938655992
8/26,33.494140625,2.6033944197554866
8/27,19.498046875,1.9721133095662493
8/28,48.98046875,3.272427058076449
8/29,31.189453125,2.1821399535126953
8/30,28.615234375,2.118655156560854
8/31,39.140625,2.5523059778464727
9/1,6.34765625,0.5898375234237837
9/2,0.4609375,0.47378603387082746
9/3,0.79296875,0.4487606252420353
9/4,22.421875,1.7107735043646244
9/5,23.904296875,1.7626731382965588
9/6,2.99609375,0.7254724528143475
9/7,8.01171875,0.7279546344106868
9/8,13.427734375,1.2289823285221717
9/9,29.568359375,1.7417276383324518
9/10,7.958984375,0.709685018039556
9/11,26.939453125,1.9207640816734235
9/12,7.4453125,0.5073171147272205
9/13,10.1796875,1.0028963286362564
9/14,16.974609375,1.0276594070378196
9/15,50.208984375,3.359832122880622
9/16,48.8046875,3.060139250064242
9/17,4.634765625,0.4148257723962418
9/18,0,0.2074965641807844
9/19,12.591796875,1.0556699252128603
9/20,1.517578125,0.35926390039000133
9/21,0.154296875,0.4299871532160301
9/22,0.5734374999992724,2.7704506299931797
9/23,13.250781250000728,3.0116907300855527
9/24,8.865234375,0.7292577287959296
9/25,41.5390625,2.285513463570779
9/26,1.5078125,0.32461199960846837
9/27,7.435546875,0.5218099707048803
9/28,9.8671875,0.883665664488175
9/29,5.232421875,0.4843713351396414
9/30,18.68359375,1.5678183899331002
10/1,46.96875,2.78263068085625
10/2,66.033203125,3.7863080499805264
10/3,99.986328125,6.438230875604652
10/4,106.36328125,5.647068177758984
10/5,61.58203125,3.282450491437327
10/6,11.689453125,0.5211645648962164
10/7,9.7734375,0.37184236305100565
10/8,3.103515625,0.34754643201828
