Last 365 - Daily (Solar)
Time,Value,Solar Radiation
5/27,193.95703125,219.66675773095184
5/28,226.083984375,258.2943753362011
5/29,144.724609375,152.88765810377058
5/30,265.939453125,315.91671286710454
5/31,252.1875,299.0671828838789
6/1,219.494140625,258.56837491525556
6/2,240.2265625,272.07591401634653
6/3,176.44921875,194.65463252365592
6/4,123.583984375,131.44572813256
6/5,179.384765625,212.7686684896797
6/6,114.125,113.62966701854022
6/7,264.87109375,333.0427520264638
6/8,227.57421875,290.1604132569499
6/9,258.896484375,331.97812299626986
6/10,267.57421875,337.5583484413247
6/11,204.330078125,248.48699317487072
6/12,259.4375,333.06305389106274
6/13,262.54296875,323.59654653900196
6/14,254.828125,333.1488441528976
6/15,258.23046875,338.93002753518834
6/16,255.8359375,302.5612452734883
6/17,252.01171875,328.3731500870652
6/18,222.033203125,262.0481769231458
6/19,270.06640625,339.8081690810828
6/20,256.77734375,342.26297301550693
6/21,251.01953125,336.9378693422509
6/22,252.986328125,337.5915195676757
6/23,261.642578125,338.92405444259447
6/24,265.720703125,342.53304361387444
6/25,263.412109375,341.0261644927992
6/26,256.55078125,336.9918693312721
6/27,254.734375,333.24953112130373
6/28,172.61328125,197.479306432522
6/29,194.0859375,230.1609793164664
6/30,260.8359375,336.2615552063483
7/1,254.93359375,335.24687813387976
7/2,250.6640625,338.17888420218964
7/3,251.70703125,337.6647786647083
7/4,252.75,336.7991427433672
7/5,223.75,293.54857838531666
7/6,203.0703125,270.235504920284
7/7,251.53515625,325.85334846012285
7/8,253.28515625,334.5690688821949
7/9,257.36328125,339.80114252052607
7/10,44.228906249998545,330.65561238593585
7/11,469.67343750000146,337.5095698351925
7/12,255.91015625,333.869948580375
7/13,252.890625,322.9695918221239
7/14,244.87109375,319.84500335894217
7/15,236.02734375,298.60748411466676
7/16,235.078125,401.5507270279384
7/18,251.8515625,414.18276690083616
7/19,258.15234375,329.7541715924939
7/20,249.99609375,327.71217515367283
7/21,245.95703125,326.9503105207205
7/22,243.80078125,322.7570070756806
7/23,234.8828125,318.43997932016356
7/24,235.36328125,315.78660877959595
7/25,251,330.5616232236756
7/26,245.734375,325.63047020125106
7/27,238.3984375,318.68342394282155
7/28,228.94921875,306.5727358996978
7/29,221.5625,299.79150072733563
7/30,233.49609375,311.8918988517252
7/31,181.5859375,229.69953770024907
8/1,219.6640625,289.9698926675288
8/2,238.0859375,320.9067760894989
8/3,234.80859375,320.46543249489883
8/4,239.1015625,315.9288153271091
8/5,236.69140625,321.03401720575556
8/6,234.9140625,318.48484983046853
8/7,238.828125,320.3660334184404
8/8,236.89453125,320.42926773233495
8/9,235.56640625,318.49950113667654
8/10,235.9765625,319.4784975343528
8/11,232.78515625,316.82743154797544
8/12,225.1953125,304.11174280386564
8/13,219.76953125,299.8480299495989
8/14,233.75390625,311.637557972158
8/15,233.23828125,308.8529970859863
8/16,174.81640625,309.2665766583373
8/17,228.22265625,311.59989645000957
8/18,216.25390625,289.9168228556712
8/19,221.7734375,303.324261645476
8/20,217.8515625,294.3101858606355
8/21,218.8359375,297.8596034451491
8/22,221,302.9414232410906
8/23,212.47265625,293.47985679820704
8/24,203.66796875,278.1162382935743
8/25,210.16796875,288.4723719896541
8/26,208.9765625,286.36259954562405
8/27,101.88671875,125.99210235240751
8/28,211.15234375,292.7465980980132
8/29,213.265625,294.9249463859532
8/30,213.91796875,294.4881753129865
8/31,213.23828125,287.52315037035277
9/1,211.29296875,283.09303887446
9/2,209.37890625,283.7182648624811
9/3,204.84375,280.7628298091392
9/4,183.12890625,251.3550666497192
9/5,197.54296875,262.5962470940398
9/6,199.5546875,275.02480599337684
9/7,162.35546875,217.6540356901112
9/8,164.88671875,212.22132643744405
9/9,178.1484375,233.37481012671356
9/10,164.1953125,211.7105146297512
9/11,110.5625,127.93901109525336
9/12,121.734375,143.55193526396758
9/13,171.56640625,226.29873742961604
9/14,185.23828125,237.4864718083845
9/15,177.3515625,223.15387583306645
9/16,169.03125,213.9907536647387
9/17,192.96484375,249.9736814498901
9/18,190.51171875,249.59596859746503
9/19,185.34375,247.78563275580828
9/20,184.734375,249.56686592385017
9/21,181.21484375,240.72732224232615
9/22,174.59314805527538,459.15064123099506
9/23,175.89122694472462,234.62841198855153
9/24,138.484375,177.39582058373423
9/25,96.609375,115.04291953601773
9/26,180.55078125,238.1313559984849
9/27,173.6640625,233.68518990857729
9/28,170.35546875,230.04918166001633
9/29,157.4609375,207.40686154365537
9/30,146.69921875,188.4795451089998
10/1,180.99609375,231.4131873134498
10/2,103.7890625,119.66903730233535
10/3,169.2109375,204.48448253257405
10/4,131.6796875,160.2774168000453
10/5,150.22265625,173.79758581719295
10/6,129.0390625,144.43474664026874
10/7,164.23046875,202.3570778369906
10/8,171.98828125,216.8124481183714
