stop_id,stop_name,stop_desc,stop_lat,stop_lon,stop_street,stop_city,stop_region,stop_postcode,stop_country,zone_id
1771,"GREG/KLEPPE",,           ,           ,,,,,,
1772,"GREG/DMV",,           ,           ,,,,,,
1773,"GREG/SPICE ISLAND",,           ,           ,,,,,,
1774,"GREG/MCCARRAN",,           ,           ,,,,,,
1775,"GREG/STANFORD",,           ,           ,,,,,,
1776,"GREG/LINDA WY",,           ,           ,,,,,,
1777,"GREG/MARIETTA",,           ,           ,,,,,,
1778,"INDUSTRIAL/GREG",,           ,           ,,,,,,
1779,"INDUSTRIAL/GLENDALE",,           ,           ,,,,,,
1780,"KLEPPE/TOPAZ CONST CO",,           ,           ,,,,,,
1781,"KLEPPE/ALAMO REAR",,           ,           ,,,,,,
1782,"KLEPPE/GREG",,           ,           ,,,,,,
1783,"GREG/ALAMO FRONT",,           ,           ,,,,,,
1784,"GREG DAYCO CO",,           ,           ,,,,,,
1795,"Virginia/Plaza",,           ,           ,,,,,,
1796,"Virginia/4th",,           ,           ,,,,,,
1797,"Virginia/5th",,           ,           ,,,,,,
1798,"Virginia/6th",,           ,           ,,,,,,
1799,"Virginia/8th",,           ,           ,,,,,,
180,"WASHINGTON/6TH",,  39.551579,-119.783104,,,,,,
1800,"Virginia/17th (East)",,           ,           ,,,,,,
1801,"W Stadium/17th",,           ,           ,,,,,,
1802,"W Stadium/(Mackay Stadium)",,           ,           ,,,,,,
1803,"Virginia/Artemesia (West)",,           ,           ,,,,,,
1804,"Virginia/8th (West)",,           ,           ,,,,,,
1805,"Virginia/6th (West)",,           ,           ,,,,,,
1806,"Virginia/5th (West)",,           ,           ,,,,,,
1807,"Virginia/4th (West)",,           ,           ,,,,,,
1808,"Virginia/Commercial",,           ,           ,,,,,,
1809,"Virginia/2st",,           ,           ,,,,,,
1810,"1st/Sierra",,           ,           ,,,,,,
1811,"1st/West",,           ,           ,,,,,,
1817,"Virginia/2nd (East) FS",,           ,           ,,,,,,
1818,"Wells/Moran",,           ,           ,,,,,,
1819,"Wells/Vassar",,           ,           ,,,,,,
1820,"Wells/Vesta",,           ,           ,,,,,,
1821,"Wells/Capitol Hill",,           ,           ,,,,,,
1822,"Sinclair/State",,           ,           ,,,,,,
1823,"CORPORATE/EQUITY",,           ,           ,,,,,,
1824,"Wells/Thoma",,           ,           ,,,,,,
1825,"Vassar/Terminal",,           ,           ,,,,,,
1826,"Vassar/Harvard",,           ,           ,,,,,,
183,"5TH/ARLINGTON",,  39.557686,-119.779076,,,,,,
1830,"Carson/Medical Pkwy",,           ,           ,,,,,,
1831,"Carson/Nye",,           ,           ,,,,,,
1845,"Little/NDOT",,           ,           ,,,,,,
1846,"Carson/Nye",,           ,           ,,,,,,
1847,"Carson/Hospitality",,           ,           ,,,,,,
1848,"S. VIRGINIA/MCCABE",,           ,           ,,,,,,
1850,"VIRGINIA/THOMA",,           ,           ,,,,,,
1852,"Ryland/Holcomb",,           ,           ,,,,,,
1853,"S. Virginia/Auto Center",,           ,           ,,,,,,
1854,"Stead/Midblock",,           ,           ,,,,,,
1859,"Greg/(Elite Spice)",,           ,           ,,,,,,
1860,"McCarran/Mae Anne",,           ,           ,,,,,,
1861,"McCarran/Airway",,           ,           ,,,,,,
1862,"15th/W. Stadium",,           ,           ,,,,,,
1864,"S. Virginia/Holcomb Ranch",,           ,           ,,,,,,
1865,"McCarran/Airway",,           ,           ,,,,,,
1866,"McCarran/(SN Golf Center)",,           ,           ,,,,,,
1867,"Capital/Financial",,           ,           ,,,,,,
1868,"Corporate/Capital",,           ,           ,,,,,,
1869,"Corporate/(NV Rehab)",,           ,           ,,,,,,
1870,"Equity/Corporate",,           ,           ,,,,,,
1871,"Financial/(ORC International)",,           ,           ,,,,,,
1872,"Mill/(Sierra Pacific)",,           ,           ,,,,,,
1873,"Mill/Rock",,           ,           ,,,,,,
1874,"Rock/(Rock Park)",,           ,           ,,,,,,
1875,"Rock/(W. Nevada Supply)",,           ,           ,,,,,,
1876,"Rock/Hymer",,           ,           ,,,,,,
1878,"Rock/(W. Nevada Supply)",,           ,           ,,,,,,
1879,"Rock/(Rock Park)",,           ,           ,,,,,,
188,"4TH/ARLINGTON",,  39.569996,-119.780434,,,,,,
1882,"Rock/Pittman",,           ,           ,,,,,,
1883,"McCarran/Rock",,           ,           ,,,,,,
1884,"Old Virginia/Lemmon",,           ,           ,,,,,,
1888,"Old Virginia/(North Valley Mbl. Homes)",,           ,           ,,,,,,
1889,"8th/Sun Valley",,           ,           ,,,,,,
189,"4TH/RALSTON",,  39.569710,-119.780396,,,,,,
1891,"Old Virginia/(Care Chest)",,           ,           ,,,,,,
1892,"Resource/Moya",,           ,           ,,,,,,
1893,"Production/Lear",,           ,           ,,,,,,
1894,"Lear/Stead",,           ,           ,,,,,,
1895,"8th/Lupin",,           ,           ,,,,,,
1896,"Lemmon/Buck",,           ,           ,,,,,,
1897,"York/11th",,           ,           ,,,,,,
1898,"Prater/13th",,           ,           ,,,,,,
1899,"15th/E",,           ,           ,,,,,,
19,"KIETZKE/MOANA",,  39.592674,-119.836212,,,,,,
190,"4TH/WASHINGTON",,  39.566517,-119.775566,,,,,,
1900,"Prater/(Orthodontist Office)",,           ,           ,,,,,,
1904,"Nichols/(Victorian RV)",,           ,           ,,,,,,
1905,"Nichols/(Building 45 Dway)",,           ,           ,,,,,,
1906,"Nichols/(Western Village)",,           ,           ,,,,,,
1907,"Howard/(Sparks Marina)",,           ,           ,,,,,,
1908,"Lincoln/Harbour Cove",,           ,           ,,,,,,
1909,"Marina Gateway/Lincoln",,           ,           ,,,,,,
191,"4TH/KEYSTONE (NS)",,  39.563877,-119.773880,,,,,,
1910,"Lincoln/Marina Gateway",,           ,           ,,,,,,
1911,"Lincoln/Harbour Cove",,           ,           ,,,,,,
1912,"George Farris/Legends Bay",,           ,           ,,,,,,
1913,"Old Virginia/Golden Valley",,           ,           ,,,,,,
1914,"Old Virginia/Golden Valley",,           ,           ,,,,,,
1915,"S. Virginia/Damonte Ranch",,           ,           ,,,,,,
1916,"S. Virginia/Damonte Ranch",,           ,           ,,,,,,
1917,"Lemmon/Sky Vista",,           ,           ,,,,,,
192,"KEYSTONE/5TH",,  39.557884,-119.779152,,,,,,
1920,"Cent Plaza Bay C (Rt 21)",,           ,           ,,,,,,
1921,"Cent Plaza Bay D (Rt 26)",,           ,           ,,,,,,
1922,"Cent Plaza Bay E (Rt 25)",,           ,           ,,,,,,
1924,"Cent Plaza Bay G (Rt 28)",,           ,           ,,,,,,
1925,"Cent Plaza Bay H (Rt 54)",,           ,           ,,,,,,
1926,"Cent Plaza Bay I (Rt 11)",,           ,           ,,,,,,
1927,"Cent Plaza Bay J (Rt 2)",,           ,           ,,,,,,
193,"7TH/KEYSTONE",,  39.534641,-119.825371,,,,,,
1933,"Old Virginia/Security",,           ,           ,,,,,,
1934,"2nd/Sierra",,           ,           ,,,,,,
1935,"Sadlier/Valley (Villager Apts)",,           ,           ,,,,,,
1936,"Plumb/Kietzke",,           ,           ,,,,,,
1937,"Plumb/Yori",,           ,           ,,,,,,
1938,"Plumb/Locust",,           ,           ,,,,,,
1939,"Wells/Cazazza",,           ,           ,,,,,,
194,"7TH/GENOA",,  39.532181,-119.825317,,,,,,
1940,"Plumb/Locust",,           ,           ,,,,,,
1941,"Plumb/Yori",,           ,           ,,,,,,
1942,"Plumb/Orange",,           ,           ,,,,,,
1943,"Plumb/Harvard",,           ,           ,,,,,,
1944,"Airport",,           ,           ,,,,,,
1945,"Terminal/Villanova",,           ,           ,,,,,,
1946,"9th/Dolomite",,           ,           ,,,,,,
1947,"Mill/Redwood",,           ,           ,,,,,,
1948,"Virginia/Orchard Plaza",,           ,           ,,,,,,
1949,"Virginia/Peckham (NS)",,           ,           ,,,,,,
195,"7TH/STOKER",,  39.531574,-119.828125,,,,,,
1950,"Virginia/Peckham",,           ,           ,,,,,,
1951,"Virginia/(Parklane)",,           ,           ,,,,,,
1953,"Washington/Plaza",,           ,           ,,,,,,
1954,"Robinson/Plaza",,           ,           ,,,,,,
1955,"Mill/Edison",,           ,           ,,,,,,
1956,"Lemmon/(Walgreens)",,           ,           ,,,,,,
1957,"Victorian/Pyramid",,           ,           ,,,,,,
1958,"Victorian/4th",,           ,           ,,,,,,
1959,"Victorian/Stanford",,           ,           ,,,,,,
196,"7TH/McDONALD",,  39.531090,-119.830612,,,,,,
1960,"Victorian/3rd",,           ,           ,,,,,,
1961,"Bay A 4SS (RTC 16, 17)",,           ,           ,,,,,,
1963,"Bay C 4SS (Rt 7)",,           ,           ,,,,,,
1964,"Bay D 4SS (Rt 6)",,           ,           ,,,,,,
1965,"Bay E 4SS (Rt 3)",,           ,           ,,,,,,
1966,"Bay F 4SS (Rt 4)",,           ,           ,,,,,,
1968,"Bay H 4SS (Rt 11)",,           ,           ,,,,,,
1969,"Bay I 4SS (Rts 5, 15)",,           ,           ,,,,,,
1970,"Bay J 4SS (Rts 2, 2s)",,           ,           ,,,,,,
1972,"Bay L 4SS (RAPID)",,           ,           ,,,,,,
1973,"Bay M 4SS (Rt 9)",,           ,           ,,,,,,
1974,"Bay N 4SS (Rt 14)",,           ,           ,,,,,,
1975,"Bay O 4SS (Rt 19)",,           ,           ,,,,,,
1976,"Bay P 4SS (Rt 13)",,           ,           ,,,,,,
1977,"Bay Q 4SS (CONNECT)",,           ,           ,,,,,,
1979,"Bay S 4SS (Rt 18)",,           ,           ,,,,,,
198,"7TH/RHODE ISLAND",,  39.535934,-119.825783,,,,,,
1982,"Bay V 4SS (INTERCITY)",,           ,           ,,,,,,
1985,"Evans/6th",,           ,           ,,,,,,
1986,"Evans/6th",,           ,           ,,,,,,
199,"7TH/MONTANA",,  39.530457,-119.881874,,,,,,
20,"Kietzke/(Mt. Comfort Furnishings)",,  39.590317,-119.840813,,,,,,
200,"7TH/AKARD (EAST)",,  39.537525,-119.867416,,,,,,
201,"7TH/IBIS",,  39.538116,-119.870392,,,,,,
202,"7TH/HEIGHTS",,  39.537113,-119.873863,,,,,,
203,"7TH/AKARD (WEST)",,  39.530987,-119.830437,,,,,,
204,"7TH/(PRIVATE DR)",,  39.531452,-119.828163,,,,,,
205,"7TH/McCARRAN(SENIOR HSG)",,  39.532154,-119.824974,,,,,,
206,"7TH/McCARRAN",,  39.537529,-119.873703,,,,,,
207,"7TH/CONWAY",,  39.538063,-119.826401,,,,,,
208,"7TH/AKARD (WEST)",,  39.528404,-119.797684,,,,,,
209,"7TH/DOWNEY",,  39.521618,-119.754745,,,,,,
210,"7TH/JAMES",,  39.521564,-119.749115,,,,,,
211,"7TH/MONTANA",,  39.522518,-119.708694,,,,,,
212,"7TH/RHODE ISLAND",,  39.522442,-119.704613,,,,,,
214,"7TH/McDONALD",,           ,           ,,,,,,
215,"7TH/STOKER",,           ,           ,,,,,,
216,"7TH/GENOA",,           ,           ,,,,,,
217,"7TH/ELGIN",,           ,           ,,,,,,
218,"KEYSTONE/5TH",,           ,           ,,,,,,
219,"4TH/KEYSTONE",,           ,           ,,,,,,
221,"4TH/WASHINGTON",,           ,           ,,,,,,
222,"4TH/RALSTON",,           ,           ,,,,,,
223,"4TH/ARLINGTON",,           ,           ,,,,,,
227,"SUTRO/7TH",,  39.499374,-119.800270,,,,,,
228,"SUTRO/9TH",,           ,           ,,,,,,
229,"SUTRO/CARVILLE",,           ,           ,,,,,,
23,"NEIL/PECKHAM",,  39.594852,-119.843102,,,,,,
230,"SUTRO/HADDOCK",,           ,           ,,,,,,
231,"SUTRO/OLIVER",,           ,           ,,,,,,
232,"SUTRO/TIMBER",,           ,           ,,,,,,
233,"SUTRO/(HUG HIGH)",,           ,           ,,,,,,
234,"CLEAR ACRE/SELMI",,  39.532616,-119.715485,,,,,,
235,"CLEAR ACRE/SCOTTSDALE [N]",,  39.526726,-119.813217,,,,,,
236,"Sun Valley/Rampion",,  39.522831,-119.811729,,,,,,
237,"SUN VALLEY/1ST",,  39.480042,-119.790764,,,,,,
238,"SUN VALLEY/2ND",,  39.474731,-119.787941,,,,,,
239,"SUN VALLEY/GEPFORD PKWY",,  39.475414,-119.788605,,,,,,
24,"NEIL/FILBERT (Smithridge Elmtry S",,  39.597172,-119.839584,,,,,,
240,"SUN VALLEY/4TH",,  39.541782,-119.744682,,,,,,
241,"SUN VALLEY/5TH",,  39.541889,-119.703117,,,,,,
242,"SUN VALLEY/6TH",,  39.536732,-119.842064,,,,,,
243,"SUN VALLEY/7TH",,  39.516895,-119.765701,,,,,,
25,"NEIL/JAMAICA",,  39.547390,-119.767761,,,,,,
251,"LUPIN/7TH",,  39.476536,-119.807281,,,,,,
252,"LUPIN/6TH",,  39.537201,-119.846031,,,,,,
253,"LUPIN/5TH",,  39.476803,-119.768021,,,,,,
254,"5TH/LEON",,  39.479836,-119.763496,,,,,,
255,"5TH/SUN VALLEY",,  39.483421,-119.761864,,,,,,
256,"SUN VALLEY/4TH",,  39.493366,-119.747932,,,,,,
257,"SUN VALLEY/GEPFORD PKWY",,  39.525871,-119.817162,,,,,,
258,"SUN VALLEY/2ND",,  39.523998,-119.816536,,,,,,
259,"SUN VALLEY/1ST",,  39.517048,-119.817261,,,,,,
26,"NEIL/McCARRAN",,  39.597397,-119.839394,,,,,,
260,"SUN VALLEY/SKAGGS CIRCLE",,  39.514969,-119.817268,,,,,,
261,"SUN VALLEY/DANDINI",,  39.505440,-119.816673,,,,,,
262,"CLEAR ACRE/SCOTTSDALE [N]",,  39.537811,-119.848839,,,,,,
263,"McCARRAN/CLEAR ACRE",,  39.504898,-119.812698,,,,,,
264,"SUTRO/PAINTBRUSH",,  39.491142,-119.803307,,,,,,
265,"SUTRO/TIMBER",,  39.491169,-119.799362,,,,,,
266,"SUTRO/OLIVER",,  39.492020,-119.794441,,,,,,
267,"SUTRO/HADDOCK",,  39.492546,-119.792679,,,,,,
268,"SUTRO/CARVILLE",,  39.486580,-119.789375,,,,,,
269,"SUTRO/9TH",,  39.483517,-119.790443,,,,,,
27,"NEIL/MARVEL",,  39.595310,-119.843346,,,,,,
270,"SUTRO/7TH",,  39.456352,-119.772339,,,,,,
276,"ARLINGTON/RIDGE",,  39.446045,-119.766289,,,,,,
277,"ARLINGTON/CALIFORNIA",,  39.445087,-119.762749,,,,,,
28,"NEIL/MEADOWOOD LN",,  39.593895,-119.844521,,,,,,
280,"STEAD/SAGEWOOD",,  39.451275,-119.757011,,,,,,
281,"PRATER/PARLANTI",,  39.451492,-119.753944,,,,,,
286,"PLUMAS/URBAN (Golf Course)",,  39.443954,-119.746201,,,,,,
287,"PLUMAS/MT. VIEW",,  39.441933,-119.748878,,,,,,
288,"BRINKBY/PLUMAS",,  39.441044,-119.751167,,,,,,
289,"LAKESIDE/BRINKBY",,  39.440426,-119.752762,,,,,,
29,"NEIL LN/NEIL RD",,  39.592369,-119.843307,,,,,,
290,"LAKESIDE/BERRUM",,  39.439480,-119.755745,,,,,,
291,"MOANA/LAKESIDE",,  39.438725,-119.759331,,,,,,
30,"MEADOWOOD MALL",,  39.590195,-119.841125,,,,,,
303,"McCARRAN/MEADOWOOD MALL WY",,  39.479389,-119.793472,,,,,,
305,"McCARRAN/SMITHRIDGE",,  39.482986,-119.790596,,,,,,
31,"NEIL LN/NEIL RD",,  39.592598,-119.837181,,,,,,
317,"LAKESIDE/MOANA",,  39.525913,-119.817093,,,,,,
318,"LAKESIDE/BERRUM",,  39.539906,-119.822731,,,,,,
319,"LAKESIDE/ROBINHOOD",,  39.540379,-119.819969,,,,,,
32,"NEIL/MEADOWOOD LN",,  39.536541,-119.737267,,,,,,
320,"BRINKBY/LAKESIDE",,  39.542522,-119.820343,,,,,,
321,"BRINKBY/PLUMAS",,  39.545444,-119.821526,,,,,,
322,"PLUMAS/MT. VIEW",,  39.547928,-119.821915,,,,,,
323,"PLUMAS/MORNINGSIDE",,  39.551022,-119.808235,,,,,,
33,"NEIL/MARVEL",,  39.535561,-119.740845,,,,,,
331,"ARLINGTON/ST. LAWRENCE",,  39.510330,-119.835350,,,,,,
332,"ARLINGTON/CALIFORNIA",,  39.512280,-119.835747,,,,,,
333,"ARLINGTON/RIDGE",,  39.520630,-119.824364,,,,,,
338,"VIRGINIA/7TH",,  39.553108,-119.733612,,,,,,
339,"VIRGINIA/9TH",,  39.556202,-119.733116,,,,,,
34,"NEIL/McCARRAN",,  39.547264,-119.771805,,,,,,
340,"VIRGINIA/ARTEMESIA",,  39.552238,-119.717972,,,,,,
341,"VIRGINIA/COLLEGE",,  39.550842,-119.718544,,,,,,
342,"VIRGINIA/15TH",,  39.546631,-119.715485,,,,,,
343,"VIRGINIA/(PLANETARIUM)",,  39.540951,-119.715256,,,,,,
344,"VIRGINIA/17TH",,  39.556435,-119.733086,,,,,,
345,"VIRGINIA/MORRAINE",,  39.552296,-119.733940,,,,,,
346,"Virginia/(Pottery Shop)",,  39.550030,-119.733932,,,,,,
347,"VIRGINIA/PARR",,  39.546795,-119.733925,,,,,,
348,"VIRGINIA/(BONANZA SQUARE)",,  39.530861,-119.876274,,,,,,
349,"VIRGINIA/HOGE",,  39.543076,-119.733894,,,,,,
35,"NEIL/CATALINA",,  39.517082,-119.773727,,,,,,
350,"OLD VIRGINIA/SUNSET MOUNTAIN",,  39.555584,-119.761711,,,,,,
351,"OLD VIRGINIA/WELLINGTON",,  39.556377,-119.755165,,,,,,
36,"NEIL/FILBERT",,  39.517330,-119.773140,,,,,,
363,"STEAD/SILVER LAKE DR.",,  39.520500,-119.858658,,,,,,
364,"STEAD/SAGEWOOD",,  39.519455,-119.855820,,,,,,
365,"STEAD/URAL",,  39.518948,-119.853241,,,,,,
366,"STEAD/CASCADE",,  39.520435,-119.852356,,,,,,
367,"STEAD/ROCKY MOUNTAIN",,  39.523663,-119.853546,,,,,,
368,"STEAD/LEAR",,  39.524078,-119.856346,,,,,,
369,"STEAD/MT. ANDERSON",,  39.522785,-119.858498,,,,,,
37,"NEIL/(PECKHAM GARDENS)",,  39.509796,-119.763016,,,,,,
370,"STEAD/MT. SHASTA",,  39.520718,-119.859329,,,,,,
376,"ECHO/MT. CHARLESTON",,  39.519753,-119.855995,,,,,,
377,"ECHO/LOLA",,  39.520344,-119.859238,,,,,,
378,"ECHO/MT. BABCOCK",,  39.518116,-119.885666,,,,,,
382,"STEAD/LEAR",,  39.528893,-119.881958,,,,,,
383,"STEAD/ROCKY MOUNTAIN",,  39.538567,-119.884651,,,,,,
384,"STEAD/(CRAFTSMAN'S PRESS)",,  39.539890,-119.861923,,,,,,
385,"STEAD/URAL",,  39.536625,-119.837112,,,,,,
396,"OLD VIRGINIA/LANCASTER (RALEIGH H",,  39.523846,-119.799950,,,,,,
397,"OLD VIRGINIA/WELLINGTON",,  39.526665,-119.798279,,,,,,
398,"OLD VIRGINIA/SUNSET MOUNTAIN",,  39.528091,-119.798241,,,,,,
399,"VIRGINIA/HOGE",,  39.541519,-119.784180,,,,,,
4,"VIRGINIA/CALIFORNIA",,  39.553047,-119.760933,,,,,,
400,"VIRGINIA/(BONANZA SQUARE)",,  39.532982,-119.798561,,,,,,
401,"VIRGINIA/TALUS",,  39.532223,-119.798004,,,,,,
402,"VIRGINIA/MORRAINE",,  39.531769,-119.882080,,,,,,
403,"VIRGINIA/17TH",,  39.491280,-119.805115,,,,,,
404,"VIRGINIA/(PLANETARIUM)",,  39.536716,-119.865005,,,,,,
405,"VIRGINIA/15TH",,  39.528873,-119.818230,,,,,,
406,"VIRGINIA/COLLEGE",,  39.530418,-119.817513,,,,,,
407,"VIRGINIA/10TH",,  39.540112,-119.809761,,,,,,
408,"8TH/VIRGINIA",,  39.529617,-119.878937,,,,,,
409,"SIERRA/ELM",,  39.582844,-119.830544,,,,,,
41,"Kietzke/(Shopping Center)",,  39.591949,-119.839043,,,,,,
411,"BUCK/LEMMON",,  39.676144,-119.852676,,,,,,
412,"LEMMON/MILITARY",,  39.542473,-119.783966,,,,,,
413,"LEMMON/BERNOULLI",,           ,           ,,,,,,
414,"LEMMON/HYDRAULIC",,  39.526009,-119.828987,,,,,,
415,"LEMMON/SURGE",,           ,           ,,,,,,
416,"LEMMON/LIMBER PINE",,  39.530418,-119.876450,,,,,,
428,"LEMMON/FLEETWOOD",,  39.529629,-119.822678,,,,,,
429,"LEMMON/LIMBER PINE",,  39.509567,-119.780075,,,,,,
430,"LEMMON/SURGE",,  39.509483,-119.782921,,,,,,
431,"LEMMON/HYDRAULIC",,  39.533432,-119.867516,,,,,,
432,"LEMMON/BERNOULLI",,  39.504292,-119.775726,,,,,,
433,"LEMMON/MILITARY",,  39.524734,-119.812439,,,,,,
434,"BUCK/LEMMON",,  39.464638,-119.783073,,,,,,
436,"2ND/LAKE",,  39.476929,-119.796440,,,,,,
437,"2ND/HIGH (RENO P.D.)",,  39.476601,-119.801697,,,,,,
439,"2ND/LOCUST",,  39.504116,-119.788940,,,,,,
440,"2ND/KIRMAN",,  39.525967,-119.809914,,,,,,
441,"2ND/(Renown Medical)",,  39.533699,-119.809235,,,,,,
442,"2ND/GOULD",,  39.537136,-119.864281,,,,,,
443,"KIETZKE/PROSPERITY",,  39.469856,-119.785858,,,,,,
444,"KIETZKE/MILL",,  39.457268,-119.779770,,,,,,
445,"KIETZKE/ROBERTS",,  39.453545,-119.777939,,,,,,
446,"KIETZKE/TAYLOR",,  39.445942,-119.774216,,,,,,
447,"VASSAR/KIETZKE",,  39.441547,-119.771484,,,,,,
448,"HARVARD/VASSAR",,  39.439438,-119.768791,,,,,,
449,"HARVARD/PRINCETON",,  39.438244,-119.760864,,,,,,
45,"VIRGINIA/(PEPPERMILL)",,  39.672821,-119.837944,,,,,,
450,"HARVARD/PEDRETTI (Wooster High)",,  39.435444,-119.758247,,,,,,
451,"HARVARD/PLUMB",,  39.433346,-119.756889,,,,,,
452,"GROVE/HARVARD",,  39.542065,-119.856842,,,,,,
453,"GROVE/KIETZKE",,  39.432148,-119.755783,,,,,,
454,"KIETZKE/LINDEN",,  39.430393,-119.753632,,,,,,
455,"KIETZKE/GENTRY",,  39.428474,-119.752289,,,,,,
456,"MOANA/KIETZKE",,  39.426037,-119.751068,,,,,,
457,"MOANA/NEIL",,  39.420006,-119.754318,,,,,,
458,"NEIL/MOANA",,  39.421928,-119.758286,,,,,,
459,"NEIL/MAULDIN",,  39.441284,-119.770920,,,,,,
46,"VIRGINIA/GROVE (HEIDI'S)",,  39.674034,-119.842873,,,,,,
460,"NEIL/NUTMEG",,  39.452873,-119.777252,,,,,,
461,"NEIL/PECKHAM",,  39.457012,-119.779289,,,,,,
462,"NEIL/MODEL",,  39.530605,-119.854797,,,,,,
463,"NEIL/NANNETTE",,  39.467674,-119.781715,,,,,,
464,"NEIL/EVELYN",,  39.465748,-119.780273,,,,,,
465,"Moana/Neil",,  39.464371,-119.778008,,,,,,
466,"KIETZKE/MOANA",,  39.461987,-119.776886,,,,,,
467,"KIETZKE/GENTRY",,  39.460205,-119.776733,,,,,,
468,"LINDEN/KIETZKE",,  39.458927,-119.775093,,,,,,
469,"LINDEN/HARVARD",,  39.460011,-119.776512,,,,,,
47,"VIRGINIA/(Parklane)",,  39.674004,-119.843056,,,,,,
470,"HARVARD/GROVE",,  39.462334,-119.776810,,,,,,
471,"HARVARD/PLUMB (Costco prkng lot)",,  39.464695,-119.777969,,,,,,
472,"HARVARD/PEDRETTI",,  39.467655,-119.781570,,,,,,
473,"HARVARD/VILLANOVA",,  39.538403,-119.854103,,,,,,
474,"Harvard/Vassar",,  39.539707,-119.811356,,,,,,
475,"VASSAR/KIETZKE",,  39.540039,-119.809525,,,,,,
476,"KIETZKE/MIAMI",,  39.544411,-119.807808,,,,,,
477,"KIETZKE/AUTOMOTIVE",,  39.545891,-119.807884,,,,,,
478,"KIETZKE/ROBERTS",,  39.548546,-119.807899,,,,,,
479,"KIETZKE/MILL",,  39.551079,-119.808182,,,,,,
48,"VIRGINIA/WELLS",,  39.672783,-119.838112,,,,,,
480,"KIETZKE/PROSPERITY",,  39.550976,-119.811325,,,,,,
481,"2ND/GIROUX",,  39.538139,-119.852119,,,,,,
482,"GIROUX/KUENZLI",,  39.537113,-119.846786,,,,,,
483,"KUENZLI/MANUEL",,  39.536602,-119.842720,,,,,,
485,"KUENZLI/LOCUST",,  39.531296,-119.824463,,,,,,
486,"KUENZLI/HIGH",,  39.530392,-119.818855,,,,,,
487,"2ND/LAKE",,  39.529392,-119.817535,,,,,,
488,"VIRGINIA/GENTRY",,  39.528702,-119.821007,,,,,,
489,"VIRGINIA/MOANA",,  39.492203,-119.789291,,,,,,
49,"VIRGINIA/HOLCOMB",,  39.669334,-119.832085,,,,,,
490,"VIRGINIA/PECKHAM (FS)",,  39.528294,-119.823090,,,,,,
491,"VIRGINIA/REDFIELD",,  39.527187,-119.826485,,,,,,
493,"VIRGINIA/NEIL",,  39.530903,-119.832527,,,,,,
495,"VIRGINIA/NEIL",,  39.530655,-119.837372,,,,,,
496,"VIRGINIA/GREEN ACRES",,  39.530518,-119.840271,,,,,,
498,"N. HILLS/(North Hills Center)",,  39.530422,-119.846268,,,,,,
50,"VIRGINIA/ARROYO",,  39.657825,-119.828377,,,,,,
501,"N. HILLS/(N. HILLS CTR SO)",,  39.530560,-119.849747,,,,,,
503,"VIRGINIA/GREEN ACRES",,  39.530754,-119.855415,,,,,,
505,"NEIL/DELUCCHI",,  39.534824,-119.860291,,,,,,
506,"VIRGINIA/MEADWOOD CIR",,  39.536263,-119.863197,,,,,,
507,"VIRGINIA/(CONVENTION CTR)",,  39.536343,-119.863785,,,,,,
508,"VIRGINIA/PECKHAM",,  39.534821,-119.860863,,,,,,
509,"VIRGINIA/MOANA",,  39.533390,-119.858719,,,,,,
51,"VIRGINIA/VASSAR",,  39.527714,-119.779869,,,,,,
510,"VIRGINIA/GENTRY",,  39.530994,-119.856400,,,,,,
512,"4TH/VALLEY",,  39.530357,-119.848404,,,,,,
513,"4TH/PARK",,  39.530300,-119.846733,,,,,,
514,"4TH/WELLS",,  39.530216,-119.843895,,,,,,
515,"4TH/SPOKANE",,  39.530357,-119.840752,,,,,,
516,"4TH/SUTRO",,  39.530495,-119.837563,,,,,,
517,"4TH/SAGE",,  39.530613,-119.835266,,,,,,
518,"4TH/(FARRIS MOTEL)",,  39.530731,-119.833076,,,,,,
519,"4TH/FERRARI",,  39.528057,-119.828445,,,,,,
52,"VIRGINIA/CENTER",,  39.547325,-119.782738,,,,,,
520,"4TH/(HALFWAY CLUB)",,  39.527122,-119.826309,,,,,,
521,"4TH/GALLETTI",,  39.527985,-119.823784,,,,,,
522,"PRATER/EL RANCHO",,  39.528446,-119.821419,,,,,,
523,"PRATER/20TH",,  39.528923,-119.818932,,,,,,
524,"PRATER/19TH",,  39.535358,-119.798439,,,,,,
525,"PRATER/ROCK",,  39.538185,-119.798553,,,,,,
526,"VICTORIAN/16TH",,  39.542042,-119.798584,,,,,,
528,"VICTORIAN/VICTORIAN PLAZA CIR",,  39.544189,-119.798576,,,,,,
53,"VIRGINIA/TAYLOR",,  39.543468,-119.752571,,,,,,
539,"PRATER/HOWARD",,  39.589653,-119.780334,,,,,,
542,"HOWARD/LINCOLN",,  39.600208,-119.780388,,,,,,
543,"WESTERN VILLAGE",,  39.603851,-119.780586,,,,,,
544,"NICHOLS/McCARRAN",,  39.605469,-119.780586,,,,,,
55,"VIRGINIA/CALIFORNIA",,  39.473206,-119.808014,,,,,,
551,"VICTORIAN/3RD",,  39.592819,-119.775406,,,,,,
552,"VICTORIAN/5TH",,  39.592773,-119.779976,,,,,,
553,"VICTORIAN/7TH",,  39.588570,-119.780586,,,,,,
554,"VICTORIAN/(NUGGET)",,  39.585285,-119.780518,,,,,,
556,"VICTORIAN/16TH",,  39.578838,-119.780388,,,,,,
