route_id,service_id,trip_id,trip_headsign,block_id
57-37,1105-1105-Weekday-01,257698-1105-1105-Weekday-01,"Outbound",18701
57-37,1105-1105-Weekday-01,257699-1105-1105-Weekday-01,"Outbound",18701
57-37,1105-1105-Weekday-01,257700-1105-1105-Weekday-01,"Outbound",18708
57-37,1105-1105-Weekday-01,257701-1105-1105-Weekday-01,"Outbound",18708
57-37,1105-1105-Weekday-01,257702-1105-1105-Weekday-01,"Outbound",18708
57-37,1105-1105-Weekday-01,257703-1105-1105-Weekday-01,"Inbound",18701
57-37,1105-1105-Weekday-01,257704-1105-1105-Weekday-01,"Inbound",18701
57-37,1105-1105-Weekday-01,257705-1105-1105-Weekday-01,"Inbound",18708
57-37,1105-1105-Weekday-01,257706-1105-1105-Weekday-01,"Inbound",18708
57-37,1105-1105-Weekday-01,257707-1105-1105-Weekday-01,"Inbound",18708
57-37,1105-1105-Weekday-01,257708-1105-1105-Weekday-01,"Inbound",18708
57-37,1105-1105-Weekday-01,257709-1105-1105-Weekday-01,"Outbound",18708
57-37,1105-1105-Weekday-01,257710-1105-1105-Weekday-01,"Outbound",18708
57-37,1105-1105-Weekday-01,257711-1105-1105-Weekday-01,"Inbound",18708
26-37,1105-1105-Weekday-01,257712-1105-1105-Weekday-01,"Outbound",18737
26-37,1105-1105-Weekday-01,257713-1105-1105-Weekday-01,"Outbound",18737
26-37,1105-1105-Weekday-01,257714-1105-1105-Weekday-01,"Outbound",18737
26-37,1105-1105-Weekday-01,257715-1105-1105-Weekday-01,"Outbound",18737
26-37,1105-1105-Weekday-01,257716-1105-1105-Weekday-01,"Outbound",18737
25-37,1105-1105-Weekday-01,257717-1105-1105-Weekday-01,"Outbound",18737
25-37,1105-1105-Weekday-01,257718-1105-1105-Weekday-01,"Outbound",18737
25-37,1105-1105-Weekday-01,257719-1105-1105-Weekday-01,"Outbound",18737
25-37,1105-1105-Weekday-01,257720-1105-1105-Weekday-01,"Outbound",18737
26-37,1105-1105-Weekday-01,257721-1105-1105-Weekday-01,"Outbound",18738
26-37,1105-1105-Weekday-01,257722-1105-1105-Weekday-01,"Outbound",18738
26-37,1105-1105-Weekday-01,257723-1105-1105-Weekday-01,"Outbound",18738
26-37,1105-1105-Weekday-01,257724-1105-1105-Weekday-01,"Outbound",18738
26-37,1105-1105-Weekday-01,257725-1105-1105-Weekday-01,"Outbound",18738
26-37,1105-1105-Weekday-01,257726-1105-1105-Weekday-01,"Outbound",18738
25-37,1105-1105-Weekday-01,257727-1105-1105-Weekday-01,"Outbound",18738
25-37,1105-1105-Weekday-01,257728-1105-1105-Weekday-01,"Outbound",18738
25-37,1105-1105-Weekday-01,257729-1105-1105-Weekday-01,"Outbound",18738
25-37,1105-1105-Weekday-01,257730-1105-1105-Weekday-01,"Outbound",18738
21-37,1105-1105-Weekday-01,257731-1105-1105-Weekday-01,"Clockwise",18738
21-37,1105-1105-Weekday-01,257732-1105-1105-Weekday-01,"Clockwise",18739
26-37,1105-1105-Weekday-01,257733-1105-1105-Weekday-01,"Outbound",18739
26-37,1105-1105-Weekday-01,257734-1105-1105-Weekday-01,"Outbound",18740
26-37,1105-1105-Weekday-01,257735-1105-1105-Weekday-01,"Outbound",18740
26-37,1105-1105-Weekday-01,257736-1105-1105-Weekday-01,"Outbound",18740
26-37,1105-1105-Weekday-01,257737-1105-1105-Weekday-01,"Outbound",18740
26-37,1105-1105-Weekday-01,257738-1105-1105-Weekday-01,"Outbound",18740
26-37,1105-1105-Weekday-01,257739-1105-1105-Weekday-01,"Outbound",18740
25-37,1105-1105-Weekday-01,257740-1105-1105-Weekday-01,"Outbound",18740
25-37,1105-1105-Weekday-01,257741-1105-1105-Weekday-01,"Outbound",18740
25-37,1105-1105-Weekday-01,257742-1105-1105-Weekday-01,"Outbound",18740
25-37,1105-1105-Weekday-01,257743-1105-1105-Weekday-01,"Outbound",18740
25-37,1105-1105-Weekday-01,257744-1105-1105-Weekday-01,"Outbound",18740
21-37,1105-1105-Weekday-01,257745-1105-1105-Weekday-01,"Clockwise",18740
54-37,1105-1105-Weekday-01,257746-1105-1105-Weekday-01,"Outbound",18702
54-37,1105-1105-Weekday-01,257747-1105-1105-Weekday-01,"Outbound",18702
54-37,1105-1105-Weekday-01,257748-1105-1105-Weekday-01,"Outbound",18702
54-37,1105-1105-Weekday-01,257749-1105-1105-Weekday-01,"Outbound",18702
54-37,1105-1105-Weekday-01,257750-1105-1105-Weekday-01,"Outbound",18702
54-37,1105-1105-Weekday-01,257751-1105-1105-Weekday-01,"Outbound",18702
54-37,1105-1105-Weekday-01,257752-1105-1105-Weekday-01,"Outbound",18702
54-37,1105-1105-Weekday-01,257753-1105-1105-Weekday-01,"Outbound",18702
54-37,1105-1105-Weekday-01,257754-1105-1105-Weekday-01,"Outbound",18702
54-37,1105-1105-Weekday-01,257755-1105-1105-Weekday-01,"Outbound",18702
54-37,1105-1105-Weekday-01,257756-1105-1105-Weekday-01,"Outbound",18702
54-37,1105-1105-Weekday-01,257757-1105-1105-Weekday-01,"Outbound",18702
54-37,1105-1105-Weekday-01,257758-1105-1105-Weekday-01,"Inbound",18702
54-37,1105-1105-Weekday-01,257759-1105-1105-Weekday-01,"Inbound",18702
54-37,1105-1105-Weekday-01,257760-1105-1105-Weekday-01,"Inbound",18702
54-37,1105-1105-Weekday-01,257761-1105-1105-Weekday-01,"Inbound",18702
54-37,1105-1105-Weekday-01,257762-1105-1105-Weekday-01,"Inbound",18702
54-37,1105-1105-Weekday-01,257763-1105-1105-Weekday-01,"Inbound",18702
54-37,1105-1105-Weekday-01,257764-1105-1105-Weekday-01,"Inbound",18702
54-37,1105-1105-Weekday-01,257765-1105-1105-Weekday-01,"Inbound",18702
54-37,1105-1105-Weekday-01,257766-1105-1105-Weekday-01,"Inbound",18702
54-37,1105-1105-Weekday-01,257767-1105-1105-Weekday-01,"Inbound",18702
28-37,1105-1105-Weekday-01,257768-1105-1105-Weekday-01,"Outbound",18702
28-37,1105-1105-Weekday-01,257769-1105-1105-Weekday-01,"Outbound",18702
28-37,1105-1105-Weekday-01,257772-1105-1105-Weekday-01,"Inbound",18703
28-37,1105-1105-Weekday-01,257773-1105-1105-Weekday-01,"Outbound",18703
28-37,1105-1105-Weekday-01,257774-1105-1105-Weekday-01,"Outbound",18703
54-37,1105-1105-Weekday-01,257775-1105-1105-Weekday-01,"Outbound",18703
54-37,1105-1105-Weekday-01,257778-1105-1105-Weekday-01,"Outbound",18704
28-37,1105-1105-Weekday-01,257779-1105-1105-Weekday-01,"Outbound",18704
28-37,1105-1105-Weekday-01,257780-1105-1105-Weekday-01,"Inbound",18704
56-37,1105-1105-Weekday-01,257783-1105-1105-Weekday-01,"Outbound",18705
56-37,1105-1105-Weekday-01,257784-1105-1105-Weekday-01,"Outbound",18705
56-37,1105-1105-Weekday-01,257785-1105-1105-Weekday-01,"Outbound",18705
56-37,1105-1105-Weekday-01,257786-1105-1105-Weekday-01,"Outbound",18706
56-37,1105-1105-Weekday-01,257787-1105-1105-Weekday-01,"Outbound",18706
56-37,1105-1105-Weekday-01,257788-1105-1105-Weekday-01,"Inbound",18705
56-37,1105-1105-Weekday-01,257789-1105-1105-Weekday-01,"Inbound",18705
56-37,1105-1105-Weekday-01,257790-1105-1105-Weekday-01,"Inbound",18705
56-37,1105-1105-Weekday-01,257791-1105-1105-Weekday-01,"Inbound",18706
56-37,1105-1105-Weekday-01,257792-1105-1105-Weekday-01,"Inbound",18706
21-37,1105-1105-Weekday-01,257797-1105-1105-Weekday-01,"Clockwise",18737
21-37,1105-1105-Weekday-01,257798-1105-1105-Weekday-01,"Clockwise",18738
21-37,1105-1105-Weekday-01,257799-1105-1105-Weekday-01,"Clockwise",18738
21-37,1105-1105-Weekday-01,257800-1105-1105-Weekday-01,"Clockwise",18738
21-37,1105-1105-Weekday-01,257801-1105-1105-Weekday-01,"Clockwise",18739
21-37,1105-1105-Weekday-01,257802-1105-1105-Weekday-01,"Clockwise",18739
21-37,1105-1105-Weekday-01,257803-1105-1105-Weekday-01,"Clockwise",18739
21-37,1105-1105-Weekday-01,257804-1105-1105-Weekday-01,"Clockwise",18739
21-37,1105-1105-Weekday-01,257805-1105-1105-Weekday-01,"Clockwise",18739
21-37,1105-1105-Weekday-01,257806-1105-1105-Weekday-01,"Clockwise",18739
21-37,1105-1105-Weekday-01,257807-1105-1105-Weekday-01,"Clockwise",18739
21-37,1105-1105-Weekday-01,257808-1105-1105-Weekday-01,"Clockwise",18739
21-37,1105-1105-Weekday-01,257809-1105-1105-Weekday-01,"Clockwise",18740
21-37,1105-1105-Weekday-01,257810-1105-1105-Weekday-01,"Clockwise",18707
21-37,1105-1105-Weekday-01,257811-1105-1105-Weekday-01,"Clockwise",18707
21-37,1105-1105-Weekday-01,257812-1105-1105-Weekday-01,"Clockwise",18707
21-37,1105-1105-Weekday-01,257813-1105-1105-Weekday-01,"Clockwise",18707
21-37,1105-1105-Weekday-01,257814-1105-1105-Weekday-01,"Clockwise",18707
21-37,1105-1105-Weekday-01,257815-1105-1105-Weekday-01,"Clockwise",18707
21-37,1105-1105-Weekday-01,257816-1105-1105-Weekday-01,"Clockwise",18707
21-37,1105-1105-Weekday-01,257817-1105-1105-Weekday-01,"Clockwise",18707
21-37,1105-1105-Weekday-01,257818-1105-1105-Weekday-01,"Clockwise",18707
21-37,1105-1105-Weekday-01,257819-1105-1105-Weekday-01,"Clockwise",18741
21-37,1105-1105-Weekday-01,257820-1105-1105-Weekday-01,"Clockwise",18741
21-37,1105-1105-Weekday-01,257821-1105-1105-Weekday-01,"Clockwise",18741
21-37,1105-1105-Weekday-01,257822-1105-1105-Weekday-01,"Clockwise",18741
21-37,1105-1105-Weekday-01,257823-1105-1105-Weekday-01,"Clockwise",18741
21-37,1105-1105-Weekday-01,257824-1105-1105-Weekday-01,"Clockwise",18741
21-37,1105-1105-Weekday-01,257825-1105-1105-Weekday-01,"Clockwise",18741
21-37,1105-1105-Weekday-01,257826-1105-1105-Weekday-01,"Clockwise",18741
25-37,1105-1105-Weekday-01,257827-1105-1105-Weekday-01,"Inbound",18737
25-37,1105-1105-Weekday-01,257828-1105-1105-Weekday-01,"Inbound",18737
25-37,1105-1105-Weekday-01,257829-1105-1105-Weekday-01,"Inbound",18737
25-37,1105-1105-Weekday-01,257830-1105-1105-Weekday-01,"Inbound",18737
25-37,1105-1105-Weekday-01,257831-1105-1105-Weekday-01,"Inbound",18738
25-37,1105-1105-Weekday-01,257832-1105-1105-Weekday-01,"Inbound",18738
25-37,1105-1105-Weekday-01,257833-1105-1105-Weekday-01,"Inbound",18738
25-37,1105-1105-Weekday-01,257834-1105-1105-Weekday-01,"Inbound",18738
25-37,1105-1105-Weekday-01,257835-1105-1105-Weekday-01,"Inbound",18740
25-37,1105-1105-Weekday-01,257836-1105-1105-Weekday-01,"Inbound",18740
25-37,1105-1105-Weekday-01,257837-1105-1105-Weekday-01,"Inbound",18740
25-37,1105-1105-Weekday-01,257838-1105-1105-Weekday-01,"Inbound",18740
25-37,1105-1105-Weekday-01,257839-1105-1105-Weekday-01,"Inbound",18740
26-37,1105-1105-Weekday-01,257840-1105-1105-Weekday-01,"Inbound",18737
26-37,1105-1105-Weekday-01,257841-1105-1105-Weekday-01,"Inbound",18737
26-37,1105-1105-Weekday-01,257842-1105-1105-Weekday-01,"Inbound",18737
26-37,1105-1105-Weekday-01,257843-1105-1105-Weekday-01,"Inbound",18737
26-37,1105-1105-Weekday-01,257844-1105-1105-Weekday-01,"Inbound",18737
26-37,1105-1105-Weekday-01,257845-1105-1105-Weekday-01,"Inbound",18738
26-37,1105-1105-Weekday-01,257846-1105-1105-Weekday-01,"Inbound",18738
26-37,1105-1105-Weekday-01,257847-1105-1105-Weekday-01,"Inbound",18738
26-37,1105-1105-Weekday-01,257848-1105-1105-Weekday-01,"Inbound",18738
26-37,1105-1105-Weekday-01,257849-1105-1105-Weekday-01,"Inbound",18739
26-37,1105-1105-Weekday-01,257850-1105-1105-Weekday-01,"Inbound",18740
26-37,1105-1105-Weekday-01,257851-1105-1105-Weekday-01,"Inbound",18740
26-37,1105-1105-Weekday-01,257852-1105-1105-Weekday-01,"Inbound",18740
26-37,1105-1105-Weekday-01,257853-1105-1105-Weekday-01,"Inbound",18740
26-37,1105-1105-Weekday-01,257854-1105-1105-Weekday-01,"Inbound",18738
26-37,1105-1105-Weekday-01,257855-1105-1105-Weekday-01,"Inbound",18738
26-37,1105-1105-Weekday-01,257856-1105-1105-Weekday-01,"Inbound",18738
26-37,1105-1105-Weekday-01,257857-1105-1105-Weekday-01,"Inbound",18740
26-37,1105-1105-Weekday-01,257858-1105-1105-Weekday-01,"Inbound",18740
54-37,1105-1105-Weekday-01,257859-1105-1105-Weekday-01,"Inbound",18702
54-37,1105-1105-Weekday-01,257860-1105-1105-Weekday-01,"Inbound",18702
28-37,1105-1105-Weekday-01,257861-1105-1105-Weekday-01,"Inbound",18702
28-37,1105-1105-Weekday-01,257862-1105-1105-Weekday-01,"Inbound",18702
28-37,1105-1105-Weekday-01,257863-1105-1105-Weekday-01,"Inbound",18703
54-37,1105-1105-Weekday-01,257864-1105-1105-Weekday-01,"Inbound",18703
54-37,1105-1105-Weekday-01,257865-1105-1105-Weekday-01,"Inbound",18704
2-37,1105-1105-Weekday-01,257870-1105-1105-Weekday-01,"Inbound",18709
2-37,1105-1105-Weekday-01,257871-1105-1105-Weekday-01,"Outbound",18709
2-37,1105-1105-Weekday-01,257872-1105-1105-Weekday-01,"Outbound",18709
2-37,1105-1105-Weekday-01,257873-1105-1105-Weekday-01,"Inbound",18709
2-37,1105-1105-Weekday-01,257874-1105-1105-Weekday-01,"Inbound",18709
2-37,1105-1105-Weekday-01,257875-1105-1105-Weekday-01,"Inbound",18709
2-37,1105-1105-Weekday-01,257876-1105-1105-Weekday-01,"Inbound",18709
2-37,1105-1105-Weekday-01,257877-1105-1105-Weekday-01,"Inbound",18709
2-37,1105-1105-Weekday-01,257878-1105-1105-Weekday-01,"Inbound",18709
2-37,1105-1105-Weekday-01,257880-1105-1105-Weekday-01,"Outbound",18709
2-37,1105-1105-Weekday-01,257881-1105-1105-Weekday-01,"Outbound",18709
2-37,1105-1105-Weekday-01,257882-1105-1105-Weekday-01,"Outbound",18709
2-37,1105-1105-Weekday-01,257884-1105-1105-Weekday-01,"Outbound",18709
2-37,1105-1105-Weekday-01,257885-1105-1105-Weekday-01,"Outbound",18709
2-37,1105-1105-Weekday-01,257886-1105-1105-Weekday-01,"Inbound",18709
2-37,1105-1105-Weekday-01,257887-1105-1105-Weekday-01,"Inbound",18709
2-37,1105-1105-Weekday-01,257888-1105-1105-Weekday-01,"Outbound",18709
2-37,1105-1105-Weekday-01,257889-1105-1105-Weekday-01,"Outbound",18709
2-37,1105-1105-Weekday-01,257890-1105-1105-Weekday-01,"Inbound",18709
2-37,1105-1105-Weekday-01,257891-1105-1105-Weekday-01,"Outbound",18709
2-37,1105-1105-Weekday-01,257892-1105-1105-Weekday-01,"Inbound",18710
2-37,1105-1105-Weekday-01,257893-1105-1105-Weekday-01,"Inbound",18710
2-37,1105-1105-Weekday-01,257894-1105-1105-Weekday-01,"Inbound",18710
2-37,1105-1105-Weekday-01,257895-1105-1105-Weekday-01,"Inbound",18710
2-37,1105-1105-Weekday-01,257896-1105-1105-Weekday-01,"Inbound",18710
2-37,1105-1105-Weekday-01,257897-1105-1105-Weekday-01,"Inbound",18710
2-37,1105-1105-Weekday-01,257898-1105-1105-Weekday-01,"Inbound",18710
2-37,1105-1105-Weekday-01,257899-1105-1105-Weekday-01,"Inbound",18710
2-37,1105-1105-Weekday-01,257900-1105-1105-Weekday-01,"Inbound",18710
2-37,1105-1105-Weekday-01,257901-1105-1105-Weekday-01,"Inbound",18710
2-37,1105-1105-Weekday-01,257902-1105-1105-Weekday-01,"Inbound",18710
2-37,1105-1105-Weekday-01,257903-1105-1105-Weekday-01,"Inbound",18710
2-37,1105-1105-Weekday-01,257904-1105-1105-Weekday-01,"Inbound",18710
2-37,1105-1105-Weekday-01,257905-1105-1105-Weekday-01,"Outbound",18710
2-37,1105-1105-Weekday-01,257906-1105-1105-Weekday-01,"Outbound",18710
2-37,1105-1105-Weekday-01,257907-1105-1105-Weekday-01,"Outbound",18710
2-37,1105-1105-Weekday-01,257908-1105-1105-Weekday-01,"Outbound",18710
2-37,1105-1105-Weekday-01,257909-1105-1105-Weekday-01,"Outbound",18710
2-37,1105-1105-Weekday-01,257910-1105-1105-Weekday-01,"Outbound",18710
2-37,1105-1105-Weekday-01,257911-1105-1105-Weekday-01,"Outbound",18710
2-37,1105-1105-Weekday-01,257912-1105-1105-Weekday-01,"Outbound",18710
2-37,1105-1105-Weekday-01,257913-1105-1105-Weekday-01,"Outbound",18710
2-37,1105-1105-Weekday-01,257914-1105-1105-Weekday-01,"Outbound",18710
2-37,1105-1105-Weekday-01,257915-1105-1105-Weekday-01,"Outbound",18710
2-37,1105-1105-Weekday-01,257916-1105-1105-Weekday-01,"Outbound",18710
2-37,1105-1105-Weekday-01,257917-1105-1105-Weekday-01,"Outbound",18710
11-37,1105-1105-Weekday-01,257918-1105-1105-Weekday-01,"Inbound",18710
11-37,1105-1105-Weekday-01,257919-1105-1105-Weekday-01,"Inbound",18710
11-37,1105-1105-Weekday-01,257920-1105-1105-Weekday-01,"Inbound",18710
11-37,1105-1105-Weekday-01,257921-1105-1105-Weekday-01,"Inbound",18710
11-37,1105-1105-Weekday-01,257922-1105-1105-Weekday-01,"Outbound",18710
11-37,1105-1105-Weekday-01,257923-1105-1105-Weekday-01,"Outbound",18710
11-37,1105-1105-Weekday-01,257924-1105-1105-Weekday-01,"Outbound",18710
11-37,1105-1105-Weekday-01,257925-1105-1105-Weekday-01,"Outbound",18710
2-37,1105-1105-Weekday-01,257928-1105-1105-Weekday-01,"Outbound",18711
2-37,1105-1105-Weekday-01,257929-1105-1105-Weekday-01,"Outbound",18711
2-37,1105-1105-Weekday-01,257930-1105-1105-Weekday-01,"Outbound",18711
2-37,1105-1105-Weekday-01,257931-1105-1105-Weekday-01,"Outbound",18711
2-37,1105-1105-Weekday-01,257932-1105-1105-Weekday-01,"Outbound",18711
2-37,1105-1105-Weekday-01,257933-1105-1105-Weekday-01,"Outbound",18711
2-37,1105-1105-Weekday-01,257934-1105-1105-Weekday-01,"Outbound",18711
2-37,1105-1105-Weekday-01,257935-1105-1105-Weekday-01,"Outbound",18711
2-37,1105-1105-Weekday-01,257936-1105-1105-Weekday-01,"Outbound",18711
2-37,1105-1105-Weekday-01,257937-1105-1105-Weekday-01,"Inbound",18711
2-37,1105-1105-Weekday-01,257938-1105-1105-Weekday-01,"Inbound",18711
2-37,1105-1105-Weekday-01,257939-1105-1105-Weekday-01,"Inbound",18711
2-37,1105-1105-Weekday-01,257940-1105-1105-Weekday-01,"Inbound",18711
2-37,1105-1105-Weekday-01,257941-1105-1105-Weekday-01,"Inbound",18711
2-37,1105-1105-Weekday-01,257942-1105-1105-Weekday-01,"Inbound",18711
2-37,1105-1105-Weekday-01,257943-1105-1105-Weekday-01,"Inbound",18711
2-37,1105-1105-Weekday-01,257944-1105-1105-Weekday-01,"Inbound",18711
2-37,1105-1105-Weekday-01,257945-1105-1105-Weekday-01,"Inbound",18711
2S-37,1105-1105-Weekday-01,257948-1105-1105-Weekday-01,"Outbound",18712
2S-37,1105-1105-Weekday-01,257949-1105-1105-Weekday-01,"Outbound",18712
2S-37,1105-1105-Weekday-01,257950-1105-1105-Weekday-01,"Outbound",18712
2S-37,1105-1105-Weekday-01,257951-1105-1105-Weekday-01,"Outbound",18712
2S-37,1105-1105-Weekday-01,257952-1105-1105-Weekday-01,"Inbound",18712
2S-37,1105-1105-Weekday-01,257953-1105-1105-Weekday-01,"Inbound",18712
2S-37,1105-1105-Weekday-01,257954-1105-1105-Weekday-01,"Inbound",18712
2S-37,1105-1105-Weekday-01,257955-1105-1105-Weekday-01,"Inbound",18712
2S-37,1105-1105-Weekday-01,257958-1105-1105-Weekday-01,"Outbound",18713
2S-37,1105-1105-Weekday-01,257959-1105-1105-Weekday-01,"Outbound",18713
2S-37,1105-1105-Weekday-01,257960-1105-1105-Weekday-01,"Outbound",18713
2S-37,1105-1105-Weekday-01,257961-1105-1105-Weekday-01,"Outbound",18713
2S-37,1105-1105-Weekday-01,257962-1105-1105-Weekday-01,"Inbound",18713
2S-37,1105-1105-Weekday-01,257963-1105-1105-Weekday-01,"Inbound",18713
2S-37,1105-1105-Weekday-01,257964-1105-1105-Weekday-01,"Inbound",18713
2S-37,1105-1105-Weekday-01,257967-1105-1105-Weekday-01,"Inbound",18714
2S-37,1105-1105-Weekday-01,257968-1105-1105-Weekday-01,"Inbound",18714
2S-37,1105-1105-Weekday-01,257969-1105-1105-Weekday-01,"Inbound",18714
2S-37,1105-1105-Weekday-01,257970-1105-1105-Weekday-01,"Outbound",18714
2S-37,1105-1105-Weekday-01,257971-1105-1105-Weekday-01,"Outbound",18714
2S-37,1105-1105-Weekday-01,257972-1105-1105-Weekday-01,"Outbound",18714
2S-37,1105-1105-Weekday-01,257973-1105-1105-Weekday-01,"Outbound",18714
2S-37,1105-1105-Weekday-01,257976-1105-1105-Weekday-01,"Outbound",18715
2S-37,1105-1105-Weekday-01,257977-1105-1105-Weekday-01,"Outbound",18715
2S-37,1105-1105-Weekday-01,257978-1105-1105-Weekday-01,"Outbound",18715
2S-37,1105-1105-Weekday-01,257979-1105-1105-Weekday-01,"Inbound",18715
2S-37,1105-1105-Weekday-01,257980-1105-1105-Weekday-01,"Inbound",18715
2S-37,1105-1105-Weekday-01,257981-1105-1105-Weekday-01,"Inbound",18715
3CL-37,1105-1105-Weekday-01,257984-1105-1105-Weekday-01,"Outbound",18716
3CL-37,1105-1105-Weekday-01,257985-1105-1105-Weekday-01,"Outbound",18716
3CL-37,1105-1105-Weekday-01,257986-1105-1105-Weekday-01,"Outbound",18716
3CL-37,1105-1105-Weekday-01,257987-1105-1105-Weekday-01,"Outbound",18716
3CL-37,1105-1105-Weekday-01,257988-1105-1105-Weekday-01,"Outbound",18716
3CL-37,1105-1105-Weekday-01,257989-1105-1105-Weekday-01,"Outbound",18716
3CL-37,1105-1105-Weekday-01,257990-1105-1105-Weekday-01,"Outbound",18716
3CL-37,1105-1105-Weekday-01,257991-1105-1105-Weekday-01,"Outbound",18716
3CL-37,1105-1105-Weekday-01,257992-1105-1105-Weekday-01,"Outbound",18716
3CL-37,1105-1105-Weekday-01,257993-1105-1105-Weekday-01,"Outbound",18716
3CL-37,1105-1105-Weekday-01,257994-1105-1105-Weekday-01,"Outbound",18716
3CL-37,1105-1105-Weekday-01,257995-1105-1105-Weekday-01,"Outbound",18716
3CL-37,1105-1105-Weekday-01,257996-1105-1105-Weekday-01,"Outbound",18716
3CL-37,1105-1105-Weekday-01,257997-1105-1105-Weekday-01,"Outbound",18716
3CL-37,1105-1105-Weekday-01,257998-1105-1105-Weekday-01,"Outbound",18716
3CL-37,1105-1105-Weekday-01,257999-1105-1105-Weekday-01,"Outbound",18716
3CL-37,1105-1105-Weekday-01,258000-1105-1105-Weekday-01,"Outbound",18716
3CL-37,1105-1105-Weekday-01,258001-1105-1105-Weekday-01,"Inbound",18716
3CL-37,1105-1105-Weekday-01,258002-1105-1105-Weekday-01,"Inbound",18716
3CL-37,1105-1105-Weekday-01,258003-1105-1105-Weekday-01,"Inbound",18716
3CL-37,1105-1105-Weekday-01,258004-1105-1105-Weekday-01,"Inbound",18716
3CL-37,1105-1105-Weekday-01,258005-1105-1105-Weekday-01,"Inbound",18716
3CL-37,1105-1105-Weekday-01,258006-1105-1105-Weekday-01,"Inbound",18716
3CL-37,1105-1105-Weekday-01,258007-1105-1105-Weekday-01,"Inbound",18716
3CL-37,1105-1105-Weekday-01,258008-1105-1105-Weekday-01,"Inbound",18716
3CL-37,1105-1105-Weekday-01,258009-1105-1105-Weekday-01,"Inbound",18716
3CL-37,1105-1105-Weekday-01,258010-1105-1105-Weekday-01,"Inbound",18716
3CL-37,1105-1105-Weekday-01,258011-1105-1105-Weekday-01,"Inbound",18716
3CL-37,1105-1105-Weekday-01,258012-1105-1105-Weekday-01,"Inbound",18716
3CL-37,1105-1105-Weekday-01,258013-1105-1105-Weekday-01,"Inbound",18716
3CL-37,1105-1105-Weekday-01,258014-1105-1105-Weekday-01,"Inbound",18716
3CL-37,1105-1105-Weekday-01,258015-1105-1105-Weekday-01,"Inbound",18716
3CL-37,1105-1105-Weekday-01,258016-1105-1105-Weekday-01,"Inbound",18716
3CL-37,1105-1105-Weekday-01,258017-1105-1105-Weekday-01,"Inbound",18716
3CC-37,1105-1105-Weekday-01,258020-1105-1105-Weekday-01,"Outbound",18717
3CC-37,1105-1105-Weekday-01,258021-1105-1105-Weekday-01,"Outbound",18717
3CC-37,1105-1105-Weekday-01,258022-1105-1105-Weekday-01,"Outbound",18717
3CC-37,1105-1105-Weekday-01,258023-1105-1105-Weekday-01,"Inbound",18717
3CC-37,1105-1105-Weekday-01,258024-1105-1105-Weekday-01,"Inbound",18717
3CC-37,1105-1105-Weekday-01,258025-1105-1105-Weekday-01,"Inbound",18717
3CC-37,1105-1105-Weekday-01,258028-1105-1105-Weekday-01,"Inbound",18718
3CC-37,1105-1105-Weekday-01,258029-1105-1105-Weekday-01,"Inbound",18718
3CC-37,1105-1105-Weekday-01,258030-1105-1105-Weekday-01,"Inbound",18718
3CC-37,1105-1105-Weekday-01,258031-1105-1105-Weekday-01,"Outbound",18718
3CC-37,1105-1105-Weekday-01,258032-1105-1105-Weekday-01,"Outbound",18718
3CC-37,1105-1105-Weekday-01,258033-1105-1105-Weekday-01,"Outbound",18718
3CC-37,1105-1105-Weekday-01,258034-1105-1105-Weekday-01,"Outbound",18718
4-37,1105-1105-Weekday-01,258037-1105-1105-Weekday-01,"Outbound",18719
4-37,1105-1105-Weekday-01,258038-1105-1105-Weekday-01,"Outbound",18719
4-37,1105-1105-Weekday-01,258039-1105-1105-Weekday-01,"Outbound",18719
4-37,1105-1105-Weekday-01,258040-1105-1105-Weekday-01,"Outbound",18719
4-37,1105-1105-Weekday-01,258041-1105-1105-Weekday-01,"Outbound",18719
4-37,1105-1105-Weekday-01,258042-1105-1105-Weekday-01,"Outbound",18719
4-37,1105-1105-Weekday-01,258043-1105-1105-Weekday-01,"Outbound",18719
4-37,1105-1105-Weekday-01,258044-1105-1105-Weekday-01,"Outbound",18719
4-37,1105-1105-Weekday-01,258045-1105-1105-Weekday-01,"Outbound",18719
4-37,1105-1105-Weekday-01,258046-1105-1105-Weekday-01,"Outbound",18719
4-37,1105-1105-Weekday-01,258047-1105-1105-Weekday-01,"Outbound",18719
4-37,1105-1105-Weekday-01,258048-1105-1105-Weekday-01,"Outbound",18719
4-37,1105-1105-Weekday-01,258049-1105-1105-Weekday-01,"Outbound",18719
4-37,1105-1105-Weekday-01,258050-1105-1105-Weekday-01,"Outbound",18719
4-37,1105-1105-Weekday-01,258051-1105-1105-Weekday-01,"Outbound",18719
4-37,1105-1105-Weekday-01,258052-1105-1105-Weekday-01,"Outbound",18719
4-37,1105-1105-Weekday-01,258053-1105-1105-Weekday-01,"Outbound",18719
4-37,1105-1105-Weekday-01,258054-1105-1105-Weekday-01,"Outbound",18719
4-37,1105-1105-Weekday-01,258055-1105-1105-Weekday-01,"Outbound",18719
4-37,1105-1105-Weekday-01,258056-1105-1105-Weekday-01,"Inbound",18719
4-37,1105-1105-Weekday-01,258057-1105-1105-Weekday-01,"Inbound",18719
4-37,1105-1105-Weekday-01,258058-1105-1105-Weekday-01,"Inbound",18719
4-37,1105-1105-Weekday-01,258059-1105-1105-Weekday-01,"Inbound",18719
4-37,1105-1105-Weekday-01,258060-1105-1105-Weekday-01,"Inbound",18719
